"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
rem_vol_pl_aliq_5,storage_sample_type_and_aliquots,,text,"Remaining Volume(in ml)",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 4 and [process_pl_aliq_5] = '1'",,,,,,
fzr_loc_pl_aliq5,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 4 and [pl_aliq_5]<>""""",,,,,,
fzr_num_pl_aliq5,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 4 and [pl_aliq_5]<>""""",,,,,,
box_pl_aliq5,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 4 and [pl_aliq_5]<>""""",,,,,,
row_pl_aliq5,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 4 and [pl_aliq_5]<>""""",,,,,,
column_pl_aliq5,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 4 and [pl_aliq_5]<>""""",,,,,,
pl_aliq_6,storage_sample_type_and_aliquots,"Blood Plasma - Aliquot 6",text,"Plasma Aliquot ID 6",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5",,,,,,
process_pl_aliq_6,storage_sample_type_and_aliquots,,yesno,"Is the plasma from this aliquot used in DNA extraction?",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5",,RH,,,,
vol_pl_aliq_6,storage_sample_type_and_aliquots,,text,"Volume (in ml)",,,number,,2,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5 and [process_pl_aliq_6] = '0'",,,,,,
vol_pl_aliq_6_initial,storage_sample_type_and_aliquots,,text,"Initial Volume (in ml)",,,,,,,"[sample_type(2)] = '1' and [process_pl_aliq_6] = '1'",,,,,,@Hidden
rem_vol_pl_aliq_6,storage_sample_type_and_aliquots,,text,"Remaining Volume(in ml)",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5 and [process_pl_aliq_6] = '1'",,,,,,
fzr_loc_pl_aliq6,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5 and [pl_aliq_6]<>""""",,,,,,
fzr_num_pl_aliq6,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5 and [pl_aliq_6]<>""""",,,,,,
box_pl_aliq6,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5 and [pl_aliq_6]<>""""",,,,,,
row_pl_aliq6,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5 and [pl_aliq_6]<>""""",,,,,,
column_pl_aliq6,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 5 and [pl_aliq_6]<>""""",,,,,,
pl_aliq_7,storage_sample_type_and_aliquots,"Blood Plasma - Aliquot 7",text,"Plasma Aliquot ID 7",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6",,,,,,
process_pl_aliq_7,storage_sample_type_and_aliquots,,yesno,"Is the plasma from this aliquot used in DNA extraction?",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6",,RH,,,,
vol_pl_aliq_7,storage_sample_type_and_aliquots,,text,"Volume (in ml)",,,number,,2,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6 and [process_pl_aliq_7] = '0'",,,,,,
vol_pl_aliq_7_initial,storage_sample_type_and_aliquots,,text,"Initial Volume (in ml)",,,,,,,"[sample_type(2)] = '1' and [process_pl_aliq_7] = '1'",,,,,,@Hidden
rem_vol_pl_aliq_7,storage_sample_type_and_aliquots,,text,"Remaining Volume(in ml)",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6 and [process_pl_aliq_7] = '1'",,,,,,
fzr_loc_pl_aliq7,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6 and [pl_aliq_7]<>""""",,,,,,
fzr_num_pl_aliq7,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6 and [pl_aliq_7]<>""""",,,,,,
box_pl_aliq7,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6 and [pl_aliq_7]<>""""",,,,,,
row_pl_aliq7,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6 and [pl_aliq_7]<>""""",,,,,,
column_pl_aliq7,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 6 and [pl_aliq_7]<>""""",,,,,,
pl_aliq_8,storage_sample_type_and_aliquots,"Blood Plasma - Aliquot 8",text,"Plasma Aliquot ID 8",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7",,,,,,
process_pl_aliq_8,storage_sample_type_and_aliquots,,yesno,"Is the plasma from this aliquot used in DNA extraction?",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7",,RH,,,,
vol_pl_aliq_8,storage_sample_type_and_aliquots,,text,"Volume (in ml)",,,number,,2,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7 and [process_pl_aliq_8] = '0'",,,,,,
vol_pl_aliq_8_initial,storage_sample_type_and_aliquots,,text,"Initial Volume (in ml)",,,,,,,"[sample_type(2)] = '1' and [process_pl_aliq_8] = '1'",,,,,,@Hidden
rem_vol_pl_aliq_8,storage_sample_type_and_aliquots,,text,"Remaining Volume(in ml)",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7 and [process_pl_aliq_8] = '1'",,,,,,
fzr_loc_pl_aliq8,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7 and [pl_aliq_8]<>""""",,,,,,
fzr_num_pl_aliq8,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7 and [pl_aliq_8]<>""""",,,,,,
box_pl_aliq8,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7 and [pl_aliq_8]<>""""",,,,,,
row_pl_aliq8,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7 and [pl_aliq_8]<>""""",,,,,,
column_pl_aliq8,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 7 and [pl_aliq_8]<>""""",,,,,,
pl_aliq_9,storage_sample_type_and_aliquots,"Blood Plasma - Aliquot 9",text,"Plasma Aliquot ID 9",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8",,,,,,
process_pl_aliq_9,storage_sample_type_and_aliquots,,yesno,"Is the plasma from this aliquot used in DNA extraction?",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8",,RH,,,,
vol_pl_aliq_9,storage_sample_type_and_aliquots,,text,"Volume (in ml)",,,number,,2,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8 and [process_pl_aliq_9] = '0'",,,,,,
vol_pl_aliq_9_initial,storage_sample_type_and_aliquots,,text,"Initial Volume (in ml)",,,,,,,"[sample_type(2)] = '1' and [process_pl_aliq_9] = '1'",,,,,,@Hidden
rem_vol_pl_aliq_9,storage_sample_type_and_aliquots,,text,"Remaining Volume(in ml)",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8 and [process_pl_aliq_9] = '1'",,,,,,
fzr_loc_pl_aliq9,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8 and [pl_aliq_9]<>""""",,,,,,
fzr_num_pl_aliq9,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8 and [pl_aliq_9]<>""""",,,,,,
box_pl_aliq9,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8 and [pl_aliq_9]<>""""",,,,,,
row_pl_aliq9,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8 and [pl_aliq_9]<>""""",,,,,,
column_pl_aliq9,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 8 and [pl_aliq_9]<>""""",,,,,,
pl_aliq_10,storage_sample_type_and_aliquots,"Blood Plasma - Aliquot 10",text,"Plasma Aliquot ID 10",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9",,,,,,
process_pl_aliq_10,storage_sample_type_and_aliquots,,yesno,"Is the plasma from this aliquot used in DNA extraction?",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9",,RH,,,,
vol_pl_aliq_10,storage_sample_type_and_aliquots,,text,"Volume (in ml)",,,number,,2,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9 and [process_pl_aliq_10] = '0'",,,,,,
vol_pl_aliq_10_initial,storage_sample_type_and_aliquots,,text,"Initial Volume (in ml)",,,,,,,"[sample_type(2)] = '1' and [process_pl_aliq_10] = '1'",,,,,,@Hidden
rem_vol_pl_aliq_10,storage_sample_type_and_aliquots,,text,"Remaining Volume(in ml)",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9 and [process_pl_aliq_10] = '1'",,,,,,
fzr_loc_pl_aliq10,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9 and [pl_aliq_10]<>""""",,,,,,
fzr_num_pl_aliq10,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9 and [pl_aliq_10]<>""""",,,,,,
box_pl_aliq10,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9 and [pl_aliq_10]<>""""",,,,,,
row_pl_aliq10,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9 and [pl_aliq_10]<>""""",,,,,,
column_pl_aliq10,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(2)] = '1' and [number_cryovials_pl] > 9 and [pl_aliq_10]<>""""",,,,,,
tot_vol_pl_aliq_bl,storage_sample_type_and_aliquots,"Blood Plasma - Final Volume after processing",calc,"Total Volume of Blood Plasma aliquots","rounddown(sum(if ([baseline_arm_1][process_pl_aliq_1]='0', [baseline_arm_1][vol_pl_aliq_1],[baseline_arm_1][rem_vol_pl_aliq_1]),if ([baseline_arm_1][process_pl_aliq_2]='0', [baseline_arm_1][vol_pl_aliq_2],[baseline_arm_1][rem_vol_pl_aliq_2]),if ([baseline_arm_1][process_pl_aliq_3]='0', [baseline_arm_1][vol_pl_aliq_3],[baseline_arm_1][rem_vol_pl_aliq_3]),if ([baseline_arm_1][process_pl_aliq_4]='0', [baseline_arm_1][vol_pl_aliq_4],[baseline_arm_1][rem_vol_pl_aliq_4]),if ([baseline_arm_1][process_pl_aliq_5]='0', [baseline_arm_1][vol_pl_aliq_5],[baseline_arm_1][rem_vol_pl_aliq_5]),if ([baseline_arm_1][process_pl_aliq_6]='0', [baseline_arm_1][vol_pl_aliq_6],[baseline_arm_1][rem_vol_pl_aliq_6]),if ([baseline_arm_1][process_pl_aliq_7]='0', [baseline_arm_1][vol_pl_aliq_7],[baseline_arm_1][rem_vol_pl_aliq_7]),if ([baseline_arm_1][process_pl_aliq_8]='0', [baseline_arm_1][vol_pl_aliq_8],[baseline_arm_1][rem_vol_pl_aliq_8]),if ([baseline_arm_1][process_pl_aliq_9]='0', [baseline_arm_1][vol_pl_aliq_9],[baseline_arm_1][rem_vol_pl_aliq_9]),if ([baseline_arm_1][process_pl_aliq_10]='0', [baseline_arm_1][vol_pl_aliq_10],[baseline_arm_1][rem_vol_pl_aliq_10])),2)",,,,,,"[baseline_arm_1][number_cryovials_pl] >0",,,,,,
number_cryovials_bc,storage_sample_type_and_aliquots,"Buffy Coat",text,"Number of Aliquots",,0-5,number,0,5,,"[sample_type(3)] = '1'",,,,,,
bc_aliq_1,storage_sample_type_and_aliquots,"Buffy Coat - Aliquot 1",text,"Buffy Coat Aliquot ID 1",,,,,,,"[sample_type(3)] = '1' and [number_cryovials_bc]>0",,,,,,
vol_bc_aliq_1,storage_sample_type_and_aliquots,,text,"Volume(in ml)",,,number,,0.5,,"[sample_type(3)] = '1' and [number_cryovials_bc]>0 and [bc_aliq_1]<>""""",,,,,,
fzr_loc_bc_aliq1,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(3)] = '1' and [bc_aliq_1] <> ''",,,,,,
fzr_num_bc_aliq1,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(3)] = '1' and [bc_aliq_1] <> ''",,,,,,
box_bc_aliq1,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_1] <> ''",,,,,,
row_bc_aliq1,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_1] <> ''",,,,,,
column_bc_aliq1,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_1] <> ''",,,,,,
bc_aliq_2,storage_sample_type_and_aliquots,"Buffy Coat - Aliquot 2",text,"Buffy Coat Aliquot ID 2",,,,,,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 1",,,,,,
vol_bc_aliq_2,storage_sample_type_and_aliquots,,text,"Volume(in ml)",,,number,,0.5,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 1 and [bc_aliq_2]<>""""",,,,,,
fzr_loc_bc_aliq2,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(3)] = '1' and [bc_aliq_2] <> ''  and [number_cryovials_bc] > 1",,,,,,
fzr_num_bc_aliq2,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(3)] = '1' and [bc_aliq_2] <> ''  and [number_cryovials_bc] > 1",,,,,,
box_bc_aliq2,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_2] <> ''  and [number_cryovials_bc] > 1",,,,,,
row_bc_aliq2,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_2] <> ''  and [number_cryovials_bc] > 1",,,,,,
column_bc_aliq2,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_2] <> ''  and [number_cryovials_bc] > 1",,,,,,
bc_aliq_3,storage_sample_type_and_aliquots,"Buffy Coat  - Aliquot 3",text,"Buffy Coat Aliquot ID 3",,,,,,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 2",,,,,,
vol_bc_aliq_3,storage_sample_type_and_aliquots,,text,"Volume(in ml)",,,number,,0.5,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 2 and [bc_aliq_3]<>""""",,,,,,
fzr_loc_bc_aliq3,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(3)] = '1' and [bc_aliq_3] <> ''  and [number_cryovials_bc] > 2",,,,,,
fzr_num_bc_aliq3,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(3)] = '1' and [bc_aliq_3] <> ''  and [number_cryovials_bc] > 2",,,,,,
box_bc_aliq3,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_3] <> ''  and [number_cryovials_bc] > 2",,,,,,
row_bc_aliq3,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_3] <> ''  and [number_cryovials_bc] > 2",,,,,,
column_bc_aliq3,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_3] <> ''  and [number_cryovials_bc] > 2",,,,,,
bc_aliq_4,storage_sample_type_and_aliquots,"Buffy Coat - Aliquot 4",text,"Buffy Coat Aliquot ID 4",,,,,,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 3",,,,,,
vol_bc_aliq_4,storage_sample_type_and_aliquots,,text,"Volume(in ml)",,,number,,0.5,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 3 and [bc_aliq_4]<>""""",,,,,,
fzr_loc_bc_aliq4,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(3)] = '1' and [bc_aliq_4] <> ''  and [number_cryovials_bc] > 3",,,,,,
fzr_num_bc_aliq4,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(3)] = '1' and [bc_aliq_4] <> ''  and [number_cryovials_bc] > 3",,,,,,
box_bc_aliq4,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_4] <> ''  and [number_cryovials_bc] > 3",,,,,,
row_bc_aliq4,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_4] <> ''  and [number_cryovials_bc] > 3",,,,,,
column_bc_aliq4,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_4] <> ''  and [number_cryovials_bc] > 3",,,,,,
bc_aliq_5,storage_sample_type_and_aliquots,"Buffy Coat - Aliquot 5",text,"Buffy Coat Aliquot ID 5",,,,,,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 4",,,,,,
vol_bc_aliq_5,storage_sample_type_and_aliquots,,text,"Volume(in ml)",,,number,,0.5,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 4 and [bc_aliq_5]<>""""",,,,,,
fzr_loc_bc_aliq5,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(3)] = '1' and [number_cryovials_bc] > 4 and [bc_aliq_5]<>""""",,,,,,
fzr_num_bc_aliq5,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(3)] = '1' and [bc_aliq_5] <> '' and [number_cryovials_bc] > 4",,,,,,
box_bc_aliq5,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_5] <> '' and [number_cryovials_bc] > 4",,,,,,
row_bc_aliq5,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_5] <> '' and [number_cryovials_bc] > 4",,,,,,
column_bc_aliq5,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(3)] = '1' and [bc_aliq_5] <> '' and [number_cryovials_bc] > 4",,,,,,
tot_vol_bc_aliq_bl,storage_sample_type_and_aliquots,"Buffy Coat - Final Volume after processing",calc,"Total Volume of Buffy Coat aliquots","rounddown(sum([baseline_arm_1][vol_bc_aliq_1],[baseline_arm_1][vol_bc_aliq_2],[baseline_arm_1][vol_bc_aliq_3],[baseline_arm_1][vol_bc_aliq_4],[baseline_arm_1][vol_bc_aliq_5]),2)",,,,,,"[baseline_arm_1][number_cryovials_bc] >0",,,,,,
number_cryovials_bs,storage_sample_type_and_aliquots,"Blood Serum",text,"Number of Aliquots",,0-5,number,0,5,,"[sample_type(4)] = '1'",,,,,,
bs_aliq_1,storage_sample_type_and_aliquots,"Blood Serum - Aliquot 1",text,"Blood Serum Aliquot ID 1",,,,,,,"[sample_type(4)] = '1' and [number_cryovials_bs]>0",,,,,,
vol_bs_aliq_1,storage_sample_type_and_aliquots,,text,"Volume(in ml)",,,number,,2,,"[sample_type(4)] = '1' and [number_cryovials_bs]>0 and [bs_aliq_1]<>""""",,,,,,
fzr_loc_bs_aliq1,storage_sample_type_and_aliquots,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH)",,,,,,"[sample_type(4)] = '1' and [bs_aliq_1] <> '' and [number_cryovials_bs] > 0",,,,,,
fzr_num_bs_aliq1,storage_sample_type_and_aliquots,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,"[sample_type(4)] = '1' and [bs_aliq_1] <> '' and [number_cryovials_bs] > 0",,,,,,
box_bs_aliq1,storage_sample_type_and_aliquots,,text,"Location - Box",,,,,,,"[sample_type(4)] = '1' and [bs_aliq_1] <> '' and [number_cryovials_bs] > 0",,,,,,
row_bs_aliq1,storage_sample_type_and_aliquots,,text,"Location - Row",,,,,,,"[sample_type(4)] = '1' and [bs_aliq_1] <> '' and [number_cryovials_bs] > 0",,,,,,
column_bs_aliq1,storage_sample_type_and_aliquots,,text,"Location - Column",,,,,,,"[sample_type(4)] = '1' and [bs_aliq_1] <> '' and [number_cryovials_bs] > 0",,,,,,
bs_aliq_2,storage_sample_type_and_aliquots,"Blood Serum - Aliquot 2",text,"Blood Serum Aliquot ID 2",,,,,,,"[sample_type(4)] = '1' and [number_cryovials_bs] > 1",,,,,,
